year,area,concept,books,metric,value
2000,LVA,reading_score,101_200,mean_se,6.21401250260253
2000,LVA,reading_score,11_25,mean,412.842070589282
2000,LVA,reading_score,11_25,mean_se,7.2610512875256
2000,LVA,reading_score,201_500,mean,490.575622851833
2000,LVA,reading_score,201_500,mean_se,5.02320637131444
2000,LVA,reading_score,26_100,mean,431.404054313132
2000,LVA,reading_score,26_100,mean_se,7.05251637166224
2000,LVA,reading_score,more_500,mean,486.748786675111
2000,LVA,reading_score,more_500,mean_se,6.76198447539355
2000,NLD,math_score,0_10,mean,507.873687456017
2000,NLD,math_score,0_10,mean_se,95.2201919028337
2000,NLD,math_score,101_200,mean,592.131870715598
2000,NLD,math_score,101_200,mean_se,27.82478675309
2000,NLD,math_score,11_25,mean,542.893977393625
2000,NLD,math_score,11_25,mean_se,28.0680566521369
2000,NLD,math_score,201_500,mean,604.710487429081
2000,NLD,math_score,201_500,mean_se,41.5902610133306
2000,NLD,math_score,26_100,mean,558.612393828979
2000,NLD,math_score,26_100,mean_se,25.3911205252865
2000,NLD,math_score,more_500,mean,606.953401721717
2000,NLD,math_score,more_500,mean_se,94.840135211585
2000,NLD,reading_score,0_10,mean,476.882560844741
2000,NLD,reading_score,0_10,mean_se,7.80324158943555
2000,NLD,reading_score,101_200,mean,561.264703256814
2000,NLD,reading_score,101_200,mean_se,4.81036031173179
2000,NLD,reading_score,11_25,mean,511.489080871137
2000,NLD,reading_score,11_25,mean_se,4.09804412511906
2000,NLD,reading_score,201_500,mean,569.215548512866
2000,NLD,reading_score,201_500,mean_se,5.43086045288786
2000,NLD,reading_score,26_100,mean,533.063181482949
2000,NLD,reading_score,26_100,mean_se,5.25036782824649
2000,NLD,reading_score,more_500,mean,568.554617093876
2000,NLD,reading_score,more_500,mean_se,9.01302398464196
2000,POL,math_score,0_10,mean,412.115989645735
2000,POL,math_score,0_10,mean_se,92.2383404489962
2000,POL,math_score,101_200,mean,488.882446052456
2000,POL,math_score,101_200,mean_se,46.210902827969
2000,POL,math_score,11_25,mean,455.219249090851
2000,POL,math_score,11_25,mean_se,42.0133121223303
2000,POL,math_score,201_500,mean,508.584816024989
2000,POL,math_score,201_500,mean_se,84.6642708430595
2000,POL,math_score,26_100,mean,468.347536494837
2000,POL,math_score,26_100,mean_se,46.9085457580382
2000,POL,math_score,more_500,mean,514.934377976516
2000,POL,math_score,more_500,mean_se,121.870656829518
2000,POL,reading_score,0_10,mean,421.912072256139
2000,POL,reading_score,0_10,mean_se,5.97339166463343
2000,POL,reading_score,101_200,mean,505.554106285688
2000,POL,reading_score,101_200,mean_se,5.54020104109981
2000,POL,reading_score,11_25,mean,459.853370142636
2000,POL,reading_score,11_25,mean_se,5.63794138707952
2000,POL,reading_score,201_500,mean,520.607427325465
2000,POL,reading_score,201_500,mean_se,6.88284414886281
2000,POL,reading_score,26_100,mean,479.149470382802
2000,POL,reading_score,26_100,mean_se,5.15225564355213
2000,POL,reading_score,more_500,mean,518.566733950645
2000,POL,reading_score,more_500,mean_se,8.56794682061412
2000,PRT,math_score,0_10,mean,396.460918892846
2000,PRT,math_score,0_10,mean_se,34.0201620682483
2000,PRT,math_score,101_200,mean,486.962496592509
2000,PRT,math_score,101_200,mean_se,30.9536344410409
2000,PRT,math_score,11_25,mean,441.861752126292
2000,PRT,math_score,11_25,mean_se,17.9596398415894
2000,PRT,math_score,201_500,mean,501.31786281191
2000,PRT,math_score,201_500,mean_se,38.1785680160976
2000,PRT,math_score,26_100,mean,455.138604526085
2000,PRT,math_score,26_100,mean_se,21.2638452347272
2000,PRT,math_score,more_500,mean,518.411049963593
2000,PRT,math_score,more_500,mean_se,67.5370182599217
2000,PRT,reading_score,0_10,mean,413.245760584522
2000,PRT,reading_score,0_10,mean_se,4.91963917586153
2000,PRT,reading_score,101_200,mean,509.337182478887
2000,PRT,reading_score,101_200,mean_se,4.95140674838277
2000,PRT,reading_score,11_25,mean,453.638785414749
2000,PRT,reading_score,11_25,mean_se,4.94586137993052
2000,PRT,reading_score,201_500,mean,526.014204643652
2000,PRT,reading_score,201_500,mean_se,5.79570393971369
2000,PRT,reading_score,26_100,mean,477.084255466561
2000,PRT,reading_score,26_100,mean_se,4.73406007448296
2000,PRT,reading_score,more_500,mean,533.087683766265
2000,PRT,reading_score,more_500,mean_se,9.74510553077365
2000,SWE,math_score,0_10,mean,439.689665233849
2000,SWE,math_score,0_10,mean_se,62.7998196357247
2000,SWE,math_score,101_200,mean,510.560258352439
2000,SWE,math_score,101_200,mean_se,14.4978509891352
2000,SWE,math_score,11_25,mean,473.232899577859
2000,SWE,math_score,11_25,mean_se,22.8848852986235
2000,SWE,math_score,201_500,mean,541.437475276677
2000,SWE,math_score,201_500,mean_se,16.9120250493295
2000,SWE,math_score,26_100,mean,495.87480039065
2000,SWE,math_score,26_100,mean_se,19.1659422277824
2000,SWE,math_score,more_500,mean,544.635497990943
2000,SWE,math_score,more_500,mean_se,22.7103396785422
2000,SWE,reading_score,0_10,mean,436.972799458491
2000,SWE,reading_score,0_10,mean_se,7.58387018785367
2000,SWE,reading_score,101_200,mean,522.001000462911
2000,SWE,reading_score,101_200,mean_se,3.08965843095148
2000,SWE,reading_score,11_25,mean,476.732068140718
2000,SWE,reading_score,11_25,mean_se,3.17696370196986
2000,SWE,reading_score,201_500,mean,545.006560950069
2000,SWE,reading_score,201_500,mean_se,3.39420446494464
2000,SWE,reading_score,26_100,mean,501.872957952965
2000,SWE,reading_score,26_100,mean_se,3.38732222666396
2000,SWE,reading_score,more_500,mean,556.394022503916
2000,SWE,reading_score,more_500,mean_se,3.75080087028144
2000,EU28,math_score,0_10,mean,421.796323266817
2000,EU28,math_score,0_10,mean_se,10.3828603697732
2000,EU28,math_score,101_200,mean,512.601073789329
2000,EU28,math_score,101_200,mean_se,2.11424768159104
2000,EU28,math_score,11_25,mean,468.878529775028
2000,EU28,math_score,11_25,mean_se,1.58963342359174
2000,EU28,math_score,201_500,mean,533.936964569752
2000,EU28,math_score,201_500,mean_se,3.42556048984023
2000,EU28,math_score,26_100,mean,487.440242806389
2000,EU28,math_score,26_100,mean_se,2.44421298160307
2000,EU28,math_score,more_500,mean,538.743133714107
2000,EU28,math_score,more_500,mean_se,4.99539049688274
2000,EU28,reading_score,0_10,mean,418.591531245313
2000,EU28,reading_score,0_10,mean_se,2.80018710335779
2000,EU28,reading_score,101_200,mean,519.096758309391
2000,EU28,reading_score,101_200,mean_se,1.22148087907782
2000,EU28,reading_score,11_25,mean,469.8150661233
2000,EU28,reading_score,11_25,mean_se,1.27392003437344
2000,EU28,reading_score,201_500,mean,538.927534736244
2000,EU28,reading_score,201_500,mean_se,1.67535763719831
